Major group,Sub-major group,Minor Group,"Energy, with dietary fibre (kJ)",Protein (g),Total fat (g),Starch (g),Total sugars (g),Dietary fibre (g),Vitamin A retinol equivalents (µg),Vitamin B1 (Thiamin) (mg),Vitamin B2 (Riboflavin) (mg),Vitamin B3 (Niacin) (mg),Total Folates (µg),Vitamin B6 (mg),Vitamin B12 (µg),Vitamin C (mg),Vitamin E (mg),Calcium (Ca) (mg),Iodine (I) (µg),Iron (Fe) (mg),Magnesium (Mg) (mg),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (µg),Sodium (Na) (mg),Zinc (Zn) (mg),Total saturated fat (g),Total monounsaturated fat (g),Total polyunsaturated fat (g),Linoleic acid (g),Alpha-linolenic acid (g),Total long chain omega 3 fatty acids (mg),Total trans fatty acids (mg)
Alcoholic beverages,Beers,"Beers, > 3.5% alcohol",158,0.4,0,0,0.116666667,0.05,0,0.012166667,0.016166667,0.543333333,2,0.033333333,0,2,0.001666667,3.833333333,0.5,0.045,7.5,15.16666667,39.66666667,0.5,8.5,0.006666667,0,0,0,0,0,0,0
Alcoholic beverages,Beers,"Beers, 1.15- 3.5% alcohol, reduced alcohol / light",110.6666667,0.366666667,0,0,0.1,0.033333333,0,0.023333333,0.006666667,0.423333333,2,0.03,0,2,0,3,0.5,0.09,6.333333333,11,34.33333333,0.5,6,0.013333333,0,0,0,0,0,0,0
Alcoholic beverages,Cider and perry,Cider,188.5,0,0,0,4.75,0,0,0,0,0.2,2,0.02,0,0,0,2,0.5,0.11,3,22,49,0.5,15,0,0,0,0,0,0,0,0
Alcoholic beverages,Cider and perry,Perry,198,0,0,1.5,4,0,0,0,0,0.3,2,0.03,0,0,0,4,0.5,0.16,5,33,73,0.5,22,0,0,0,0,0,0,0,0
Alcoholic beverages,Other alcoholic beverages,Cocktails and other mixed drinks,322.1818182,0.172727273,0.772727273,0,4.027272727,0.090909091,7.090909091,0.004454545,0.009,0.029090909,3.909090909,0.008181818,0.018181818,4.363636364,0.046363636,5.909090909,1.636363636,0.037272727,2.181818182,8.636363636,20.72727273,0.472727273,9.545454545,0.04,0.490909091,0.185454545,0.029090909,0.014545455,0.006363636,1.403636364,38.58636364
Alcoholic beverages,Other alcoholic beverages,Liqueurs,1140.6,1.98,7.54,0.04,18.86,0,94.6,0.004,0.052,0.05,3.8,0.004,0.04,0,0.214,10.2,0.52,0.178,2.2,30.4,22.6,0.44,38.4,0.146,4.65,1.854,0.28,0.182,0.096,0,388.628
Alcoholic beverages,Other alcoholic beverages,Other alcoholic beverages,1762.666667,0.166666667,0.166666667,1.733333333,13.53333333,0.266666667,1,0.003,0.002,0.06,0.666666667,0.006666667,0,0.333333333,0.043333333,7.666666667,0.3,0.273333333,2.333333333,4,8.333333333,0.333333333,2.666666667,0.046666667,0.116666667,0.023333333,0.026666667,0.013333333,0.003333333,0.591333333,2.253333333
Alcoholic beverages,Other alcoholic beverages,"Pre-mixed drinks, cola- or energy-drink based",263.6666667,0.033333333,0,0,9.1,0,0,0.000333333,0.123,1.773333333,0,0.44,0.3,0,0.003333333,3.333333333,1.233333333,0.01,1,13,0.666666667,0.5,27.66666667,0,0,0,0,0,0,0,0
Alcoholic beverages,Other alcoholic beverages,"Pre-mixed drinks, other",240.3333333,0,0,0,8.166666667,0,0,0,0,0,0,0,0,0,0,2.666666667,1.266666667,0.043333333,0.333333333,0.333333333,1,0.5,11,0.05,0,0,0,0,0,0,0
Alcoholic beverages,Spirits,Spirits,827.4444444,0.011111111,0.044444444,0,0.388888889,0,0.555555556,0,0.000222222,0,0,0,0,0,0.001111111,1,0.5,0.053333333,0.888888889,0.222222222,2.444444444,0.5,5,0.036666667,0.027777778,0.011111111,0.002222222,0.001111111,0,0,2.337777778
Alcoholic beverages,Wines,De-alcoholised and non-alcoholic wine (including sparkling varieties),130,0.2,0,0,7.35,0,0.5,0,0,0.22,1,0.045,0,7,0.1,7,2.25,0.2,5.5,14,62,0.5,8.5,0.08,0,0,0,0,0,0,0
Alcoholic beverages,Wines,Fortified wines,533,0.175,0,0,7.95,0,0,0,0,0,0,0.0575,0,0,0,4.5,0.5,0.1075,7,14,55.25,0.5,17.5,0.06,0,0,0,0,0,0,0
Alcoholic beverages,Wines,Reduced alcohol wines,194,0.166666667,0,0,2.9,0,0,0,0,0.166666667,3.333333333,0.06,0,2.333333333,0,5.666666667,0.5,0.153333333,7,13.66666667,54,0.5,18,0.06,0,0,0,0,0,0,0
Alcoholic beverages,Wines,"Wines, red (including sparkling varieties and rose styles)",280.2,0.2,0,0,1.2,0,0,0,0,0.21,1,0.08,0,1,0,7.6,0.5,0.216,9.4,17,80.6,0.5,14.4,0.072,0,0,0,0,0,0,0
Alcoholic beverages,Wines,"Wines, white (including sparkling varieties)",281.8571429,0.2,0,0,2.4,0,0,0,0,0.03,0,0.057142857,0,2.857142857,0,7.142857143,0.5,0.147142857,7.142857143,18.57142857,46.57142857,0.5,22.57142857,0.084285714,0,0,0,0,0,0,0
Cereal based products and dishes,Batter-based products,Batters and batter puddings,886.3,5.37,7.18,26.26,4.19,1.71,12.3,0.1428,0.0735,1.048,44.2,0.075,0.15,0.8,1.544,30,21.88,0.739,19.8,84.8,117.6,6.42,317.9,0.39,1.08,2.959,2.558,2.176,0.361,3.6765,101.31
Cereal based products and dishes,Batter-based products,Crumpets,804.6666667,5.066666667,0.866666667,37.43333333,1.7,2.933333333,0,0.467666667,0,1.16,129,0.07,0.1,0,0.076666667,85.33333333,70.1,1.226666667,23,182,97.66666667,0.466666667,985,0.426666667,0.166666667,0.116666667,0.496666667,0.436666667,0.053333333,0,7.54
Cereal based products and dishes,Batter-based products,Doughnuts,1497.636364,6.109090909,17.20909091,24.48181818,20.54545455,1.518181818,2.363636364,0.100636364,0.086272727,1.163636364,19.18181818,0.034545455,0.1,0,0.231818182,38,2.027272727,0.861818182,21.18181818,128.2727273,106.8181818,5.454545455,353.6363636,0.446363636,8.303636364,5.885454545,1.826363636,1.616363636,0.203636364,0.053,435.7245455
Cereal based products and dishes,Batter-based products,"Drop scones, pikelets",1036,6.6,5.1,29.55,13.6,1.9,31,0.265,0.055,1.2,17.5,0,0.2,0,0.385,90.5,7.8,1,26,382,187,14,414.5,0.57,2.01,1.915,0.775,0.6,0.155,2.714,19.725
Cereal based products and dishes,Batter-based products,"Pancakes, crepes and dishes",903.9333333,7.166666667,6.073333333,24.30666667,7.866666667,1.893333333,46.53333333,0.126866667,0.157466667,1.08,23.46666667,0.081333333,0.386666667,1.133333333,0.750666667,93.53333333,14.77333333,1.014,26.66666667,200.2,222.8,9.106666667,179.6,0.627333333,2.476,2.058,0.918,0.752666667,0.130666667,12.1208,131.21
Cereal based products and dishes,Batter-based products,Waffles,895,6.066666667,7.033333333,22.06666667,9,1.333333333,60.66666667,0.083333333,0.146333333,0.633333333,18.66666667,0.05,0.266666667,2.666666667,0.803333333,60,15.03333333,0.69,17,99,162.6666667,7.033333333,148.3333333,0.433333333,2.926666667,2.383333333,0.98,0.82,0.133333333,8.512666667,173.1566667
Cereal based products and dishes,"Cakes, muffins, scones, cake-type desserts","Cakes and cake mixes, chocolate",1547.068966,5.072413793,18.55862069,13.64827586,32.98965517,1.731034483,100.862069,0.056103448,0.116896552,0.623793103,19.82758621,0.033793103,0.2,0,2.035862069,44.13793103,10.4862069,1.306551724,33,192.5517241,184.1724138,6.296551724,276.1724138,0.666551724,8.594137931,6.072413793,2.387241379,1.996551724,0.338275862,17.11982759,481.8503448
Cereal based products and dishes,"Cakes, muffins, scones, cake-type desserts","Cakes and cake mixes, other types",1480.922078,5.206493506,15.19090909,17.96883117,31.76363636,1.801298701,114.7142857,0.065935065,0.103246753,0.594025974,14.67532468,0.070649351,0.15974026,1.194805195,1.642857143,50.76623377,10.01038961,0.87961039,20.28571429,191.7922078,169.9350649,6.277922078,320.0779221,0.452987013,6.594025974,4.879480519,2.381038961,2.012207792,0.328051948,12.50849351,389.7811688
Cereal based products and dishes,"Cakes, muffins, scones, cake-type desserts","Cakes and cake mixes, sponge",1296,6.170588235,9.776470588,19,31.01176471,1.264705882,56.64705882,0.080764706,0.123117647,0.506470588,22.35294118,0.047058824,0.252941176,0.294117647,0.472941176,39.88235294,12.31764706,0.958823529,15.64705882,178.7647059,122.4117647,10.12941176,258.8235294,0.518823529,5.485882353,2.528235294,0.892941176,0.697058824,0.142941176,16.88582353,237.0735294
Cereal based products and dishes,"Cakes, muffins, scones, cake-type desserts",Cake-type desserts,1195.25,3.925,10.4,11.3125,33.2875,1.875,56.125,0.038625,0.101,0.56125,10.75,0.06125,0.1375,0.375,0.82375,63.875,8.825,0.7825,18.5,168.625,177.25,4,250.875,0.4225,4.67375,3.32625,1.4925,1.22,0.2375,8.265375,319.57
Cereal based products and dishes,"Cakes, muffins, scones, cake-type desserts","Muffins, cake type, and muffin mixes",1463.857143,6.104761905,14.61904762,24.81904762,23.47619048,2.228571429,62,0.092380952,0.165333333,0.741904762,20.66666667,0.074761905,0.176190476,1.571428571,2.153333333,59.04761905,10.93333333,0.880952381,26.04761905,250.3809524,198.6666667,7.076190476,341.9047619,0.554761905,4.764285714,5.73,2.976666667,2.384761905,0.559047619,7.302952381,264.5795238
Cereal based products and dishes,"Cakes, muffins, scones, cake-type desserts",Other desserts containing cereal,994,5.55,9.8,6.975,24.975,0.825,88.25,0.06775,0.17775,0.4925,42,0.0375,0.3,3.75,0.6675,69.75,23.325,0.67,13.75,123.25,146.25,7.1,152,0.5075,5.5675,2.615,0.535,0.4025,0.0775,20.12375,368.6125
Cereal based products and dishes,"Cakes, muffins, scones, cake-type desserts","Scones and rock cakes, plain or with added fruit or vegetables only",1356.090909,7.845454545,8.1,40.35454545,12.88181818,3.572727273,55.09090909,0.144454545,0.123727273,1.426363636,15.54545455,0.121818182,0.136363636,0.272727273,1.23,85.81818182,18.70909091,0.969090909,34.45454545,395.8181818,226.8181818,8.827272727,589.6363636,0.621818182,2.939090909,2.549090909,1.745454545,1.482727273,0.245454545,4.559545455,254.1981818
Cereal based products and dishes,"Cakes, muffins, scones, cake-type desserts","Scones and rock cakes, with added cheese, chocolate or similar",1489,10,13.1,38.63333333,9.5,2.766666667,38,0.124666667,0.16,1.07,18.66666667,0.076666667,0.2,0,1.353333333,152.6666667,53.73333333,1.013333333,39,365,241,9.733333333,714.6666667,0.966666667,6.09,3.866666667,2.216666667,1.696666667,0.463333333,7.16,208.7266667
Cereal based products and dishes,"Cakes, muffins, scones, cake-type desserts","Slices, biscuit and cake-type",1717,5.486206897,22.05517241,14.9862069,33.10689655,2.434482759,91.27586207,0.062827586,0.122275862,0.77,17.34482759,0.046896552,0.137931034,1.379310345,1.523793103,60.13793103,10.92068966,1.07862069,30.89655172,146.8275862,226.6896552,6.503448276,221.6551724,0.687931034,12.21827586,5.477241379,2.453448276,2.073793103,0.338275862,15.08231034,590.1393103
Cereal based products and dishes,Mixed dishes where cereal is the major ingredient,"Burgers, saturated fat ?5 g/100 g",894.6229508,13.19672131,8.249180328,17.02131148,3.68852459,1.793442623,32.52459016,0.179852459,0.103540984,2.966721311,63.85245902,0.115901639,0.472131148,1.62295082,1.228032787,78.62295082,27.95901639,1.19704918,24.49180328,149.7704918,210.9836066,11.71803279,451.2459016,1.407377049,2.491803279,3.032459016,2.061967213,1.788852459,0.22557377,15.66781967,141.5262295
Cereal based products and dishes,Mixed dishes where cereal is the major ingredient,"Burgers, saturated fat >5 g/100 g",1091,16.51666667,13.71666667,14,3.216666667,1.316666667,37.66666667,0.144333333,0.131666667,1.48,56,0.078333333,0.75,1.166666667,0.706666667,105.3333333,18.91666667,1.303333333,22.83333333,168.3333333,216.3333333,12.11666667,591.8333333,2.738333333,5.823333333,4.916666667,2.041666667,1.741666667,0.28,7.657666667,385.6883333
Cereal based products and dishes,Mixed dishes where cereal is the major ingredient,Other savoury grain dishes,923.6666667,7.433333333,7.583333333,26.25,3.133333333,2.233333333,51.66666667,0.185833333,0.054,1.718333333,75.33333333,0.078333333,0.183333333,3.5,1.491666667,49.5,28.7,1.04,26,101.1666667,177.8333333,5.616666667,430.8333333,0.688333333,1.665,3.663333333,1.72,1.46,0.245,2.424333333,87.87666667
Cereal based products and dishes,Mixed dishes where cereal is the major ingredient,"Pizza, saturated fat ?5 g/100 g",1027.95122,12.29756098,8.880487805,24.84390244,2.770731707,2.13902439,46.6097561,0.132170732,0.108780488,1.718536585,35.19512195,0.082926829,0.37804878,4.56097561,0.991463415,151.7804878,20.87804878,0.918780488,24.63414634,194.9512195,180.5365854,11.43414634,528.3414634,1.303902439,3.822439024,3.461707317,0.844634146,0.704878049,0.095609756,19.19341463,138.105122
Cereal based products and dishes,Mixed dishes where cereal is the major ingredient,"Pizza, saturated fat >5 g/100 g",1158.272727,14.54545455,12.14545455,23.7,2.204545455,2.009090909,62.13636364,0.141863636,0.124772727,1.830909091,41.36363636,0.095,0.504545455,3.818181818,1.181363636,207.3636364,22.51818182,1.041818182,26.90909091,241.8181818,199.1363636,10.81818182,568.9090909,1.735454545,5.727727273,4.626818182,0.809090909,0.673636364,0.095454545,23.26486364,219.5368182
Cereal based products and dishes,Mixed dishes where cereal is the major ingredient,"Sandwiches and filled rolls, saturated fat ?5 g/100 g",935.5714286,12.35857143,8.122857143,20.62857143,3.097142857,2.607142857,48.58571429,0.274271429,0.121257143,3.146714286,90.42857143,0.126571429,0.414285714,1.528571429,1.185285714,87.85714286,32.22,1.477285714,30.51428571,161.3428571,200.3142857,12.24857143,521.3571429,1.378428571,2.602142857,2.991285714,1.891142857,1.606428571,0.229142857,23.27557143,125.6147143
Cereal based products and dishes,Mixed dishes where cereal is the major ingredient,"Sandwiches and filled rolls, saturated fat >5 g/100 g",1177.285714,13.95714286,12.65714286,23.6,2.414285714,3,79.42857143,0.471428571,0.265285714,3.685714286,144.4285714,0.097142857,0.528571429,0.857142857,1.068571429,220,42.75714286,1.337142857,36.42857143,226,165.2857143,12.9,630.5714286,1.712857143,5.987142857,3.932857143,1.827142857,1.362857143,0.38,17.57328571,235.8071429
Cereal based products and dishes,Mixed dishes where cereal is the major ingredient,Savoury dumplings,725.875,5.6125,5.0875,22.65,2.5375,1.925,23.875,0.11125,0.062,1.06375,22.75,0.0825,0.1375,1.75,0.735,27.5,4.375,0.81125,16.875,74.625,182.375,6.1625,302.5,0.5625,1.58125,1.98125,1.065,0.9,0.15375,3.69175,77.46
Cereal based products and dishes,Mixed dishes where cereal is the major ingredient,"Savoury pasta/noodle and sauce dishes, saturated fat ?5 g/100 g",600.5421687,6.338554217,5.595180723,13.84578313,2.01686747,1.962650602,94.92771084,0.083686747,0.072915663,1.234337349,18.07228916,0.092409639,0.361445783,4.542168675,0.93686747,42.89156627,6.498795181,0.78373494,16.27710843,89.98795181,157.5421687,6.330120482,207.0963855,0.686024096,1.927108434,2.271204819,0.886024096,0.735301205,0.119156627,14.23354217,110.276988
Cereal based products and dishes,Mixed dishes where cereal is the major ingredient,"Savoury pasta/noodle and sauce dishes, saturated fat >5 g/100 g",851.875,6.05,12.975,13.7,1.275,1.6375,79.625,0.091875,0.0995,0.7525,19.875,0.05375,0.2875,1.75,1.225,76,11.3,0.6775,14.75,102.625,113.125,5.675,214.125,0.62625,5.61,4.9875,1.36375,1.095,0.19125,17.778,337.3575
Cereal based products and dishes,Mixed dishes where cereal is the major ingredient,"Savoury rice-based dishes, saturated fat ?5 g/100 g",755.2666667,7.04,5.533333333,22.81333333,1.52,1.726666667,93.03333333,0.0703,0.075466667,1.556666667,17.5,0.144333333,0.29,15.73333333,1.216666667,29.3,6.803333333,0.684333333,25.26666667,106.9666667,158.4,9.743333333,234.9,0.896666667,1.48,2.68,0.877,0.728666667,0.104,25.8423,64.12266667
Cereal based products and dishes,Mixed dishes where cereal is the major ingredient,"Sushi, all types",652.7826087,6.730434783,2.413043478,23.9,1.891304348,1.073913043,18.52173913,0.029521739,0.055217391,1.213913043,18.26086957,0.082173913,0.204347826,2.47826087,0.40826087,18.65217391,23.19565217,0.476521739,18,73.73913043,109,7.334782609,97.30434783,0.599130435,0.53173913,0.985217391,0.600434783,0.447826087,0.044347826,95.12182609,18.67217391
Cereal based products and dishes,Mixed dishes where cereal is the major ingredient,"Taco and tortilla-based dishes, saturated fat ?5 g/100 g",727.25,10.68055556,7.113888889,13.60555556,1.894444444,2.141666667,39.77777778,0.136222222,0.088888889,2.073888889,46.19444444,0.1375,0.355555556,7,0.835833333,77.77777778,11.87222222,1.105277778,25.94444444,151.9166667,239.0833333,8.116666667,496.8888889,1.359166667,2.731111111,2.619166667,1.177777778,0.991111111,0.135833333,14.93869444,106.3847222
Cereal based products and dishes,Mixed dishes where cereal is the major ingredient,"Taco and tortilla-based dishes, saturated fat >5 g/100 g",1014.083333,11.775,13.425,15.25833333,1.708333333,2.916666667,43.33333333,0.08325,0.09125,1.905833333,28.5,0.095,0.783333333,4.333333333,1.0825,149.4166667,7.15,1.3725,33.5,187.5833333,259.8333333,3.991666667,503.6666667,1.608333333,6.290833333,4.836666667,1.415833333,1.255,0.101666667,12.445,225.3808333
Cereal based products and dishes,Pastries,"Pastry, plain/unfilled, all types",1438.875,7.175,15.99166667,38.30416667,3.3,2.654166667,48.16666667,0.09625,0.05475,0.952083333,33.375,0.062916667,0.091666667,0,1.240833333,17.45833333,5.104166667,0.803333333,21.04166667,88.375,97.25,7.858333333,381.375,0.397916667,7.774583333,5.096666667,1.3375,1.150833333,0.155833333,7.958208333,801.9475
Cereal based products and dishes,Pastries,"Savoury pastry products, pies, rolls and envelopes",870.2857143,8.357142857,10.26666667,17.41904762,2.042857143,2.05,74.76190476,0.090761905,0.100571429,1.62452381,22.5,0.107619048,0.523809524,4.476190476,0.735,36.30952381,5.830952381,0.915238095,20.42857143,99.33333333,173.047619,8.130952381,369.2142857,0.763809524,4.560238095,3.635238095,1.18,0.762380952,0.112142857,68.58542857,356.1390476
Cereal based products and dishes,Pastries,"Savoury pastry products, pies, rolls and envelopes, fried",987.9411765,9.994117647,11.24117647,19.60588235,3.076470588,2.329411765,37.29411765,0.099941176,0.067823529,1.815882353,27.70588235,0.106470588,0.529411765,8.941176471,1.974705882,29.76470588,6.888235294,1.347058824,26.41176471,103.7058824,183.7647059,10.35294118,546.2352941,0.96,2.702941176,4.597647059,3.169411765,2.732352941,0.381176471,23.21635294,213.6847059
Cereal based products and dishes,Pastries,"Savoury pastry products, quiches and flans",1098.416667,9.225,19.225,9.758333333,3.308333333,1.05,169.6666667,0.043916667,0.182916667,1.041666667,42.5,0.064166667,0.483333333,2.916666667,1.079166667,103.6666667,17.7,0.703333333,17.16666667,144.6666667,164.3333333,10.10833333,275.5,0.835,10.24583333,5.868333333,1.348333333,0.975,0.184166667,73.14908333,801.7866667
Cereal based products and dishes,Pastries,"Sweet pastry products, egg or dairy based fillings",1317.714286,5.976190476,16.47619048,16.16190476,19.95238095,1.266666667,81.9047619,0.068904762,0.138619048,0.64952381,26.0952381,0.038095238,0.338095238,1.571428571,1.131428571,54.28571429,13.2952381,1.012380952,21.38095238,101.4285714,142.4761905,8.023809524,189.6666667,0.582857143,8.629047619,4.96047619,1.15952381,0.942380952,0.148095238,18.91195238,685.27
Cereal based products and dishes,Pastries,"Sweet pastry products, fruit and/or nut fillings",1227.454545,3.695454545,13.46363636,18.36818182,20.8,2.181818182,47.63636364,0.053272727,0.032045455,0.708181818,13.54545455,0.059545455,0.031818182,4.636363636,0.992272727,21.54545455,4.131818182,0.706363636,15.95454545,63.45454545,118.0909091,3.290909091,164.5909091,0.333636364,6.165909091,4.761363636,1.291363636,1.123636364,0.151363636,5.392,507.16
Cereal based products and dishes,Savoury biscuits,"Savoury biscuits, corn based",1654.333333,9.366666667,4.5,74.06666667,0.666666667,7.3,2,0.05,0.06,6.5,29,0.34,0,0,0.8,10,0.5,1.3,110,320,254,5,649.6666667,1.8,0.586666667,1.89,1.78,1.72,0.063333333,0,0
Cereal based products and dishes,Savoury biscuits,"Savoury biscuits, rice based (includes rice cakes)",1733.636364,9.018181818,9.218181818,67.63636364,4.281818182,2.627272727,1.181818182,0.044272727,0.073818182,3.141818182,28.45454545,0.124545455,0,0,0.333636364,50.90909091,8.809090909,1.103636364,60.81818182,192.4545455,261.5454545,5.954545455,605.7272727,1.432727273,3.735454545,3.1,1.703636364,1.638181818,0.062727273,1.93,44.34727273
Cereal based products and dishes,Savoury biscuits,"Savoury biscuits, rye based",1482.5,11,4.8,54.85,3.35,16.3,2.5,0.702,0.0905,2.71,38,0.14,0,0,3.845,47,1,3.155,88.5,291,442.5,12.75,479.5,2.1,0.925,0.61,1.97,1.76,0.215,0,15.635
Cereal based products and dishes,Savoury biscuits,"Savoury biscuits, wheat based, plain, energy ?1800 kJ per 100 g",1683.538462,11.09230769,7.207692308,67.51538462,2.123076923,5.761538462,15.84615385,0.280307692,0.129076923,3.409230769,29.92307692,0.124615385,0,0.692307692,1.576153846,37.38461538,2.5,1.925384615,45.92307692,185.4615385,209.4615385,10.23076923,769.5384615,1.092307692,3.366923077,2.036153846,0.966923077,0.810769231,0.152307692,0.023538462,29.01846154
Cereal based products and dishes,Savoury biscuits,"Savoury biscuits, wheat based, plain, energy >1800 kJ per 100 g",2007.142857,10.22857143,19.78571429,58.98571429,4.557142857,3.157142857,7.714285714,0.186142857,0.072857143,1.362857143,36.85714286,0.058571429,0.028571429,2.571428571,3.324285714,49.71428571,9.342857143,1.495714286,28.28571429,180.4285714,165.5714286,13.82857143,818.4285714,0.918571429,8.5,7.888571429,2.341428571,2.211428571,0.098571429,0,100.2428571
Cereal based products and dishes,Sweet biscuits,"Sweet biscuits, chocolate-coated, chocolate chip",1943.3,5.53,20.71,29.6,34.85,2.35,39.7,0.0746,0.0826,1.084,20,0.042,0.1,0.2,2.745,63.4,7.07,1.665,33.8,168.7,196.4,8.7,318.5,0.722,11.424,6.353,1.703,1.54,0.152,2.6341,251.587
Cereal based products and dishes,Sweet biscuits,"Sweet biscuits, chocolate-coated, chocolate or cream filled",2057.714286,5.871428571,24.35714286,19.58571429,44.48571429,1.114285714,26.57142857,0.058857143,0.153571429,0.734285714,15.57142857,0.044285714,0.057142857,0.428571429,3.182857143,124.8571429,4.557142857,1.531428571,27.85714286,144.2857143,224,9.9,156.4285714,0.787142857,14.19285714,7.138571429,1.602857143,1.478571429,0.101428571,0.413142857,231.39
Cereal based products and dishes,Sweet biscuits,"Sweet biscuits, cream-filled",2089.076923,4.730769231,26.79230769,25.98461538,35.11538462,1.584615385,44.76923077,0.065153846,0.059846154,1.089230769,12.76923077,0.038461538,0.069230769,0,3.326923077,49.07692308,2.561538462,0.974615385,20.53846154,101.3076923,118.3076923,9.061538462,256.3076923,0.52,16.18384615,6.964615385,2.009230769,1.788461538,0.182307692,6.242461538,374.2907692
Cereal based products and dishes,Sweet biscuits,"Sweet biscuits, other toppings",2078,6.8,29.8,9.8,42.6,1.4,26,0.05,0.28,1.3,29,0.04,0.1,0,3.9,140,1.5,1.55,32,181,288,11.1,168,0.95,24.06,3.17,0.99,0.99,0,0,249.13
Cereal based products and dishes,Sweet biscuits,"Sweet biscuits, plain or flavoured including short bread varieties",1825.821429,6.221428571,15.78928571,41.27857143,25.89285714,2.5,60.67857143,0.0925,0.032571429,1.233214286,15.78571429,0.048928571,0.075,1.571428571,2.302857143,41.42857143,7.746428571,1.573928571,25.03571429,138.9642857,154.2857143,9.392857143,338.7142857,0.595357143,8.597857143,4.384642857,1.492857143,1.258214286,0.205714286,8.648964286,380.3275
Cereal based products and dishes,Sweet biscuits,"Sweet biscuits, plain with fruit or nuts",1891.5625,6.43125,19.13125,29.625,34.00625,3.30625,37.4375,0.0933125,0.0911875,1.741875,23.125,0.079375,0.0875,0,3.185625,41.75,11.2125,1.528125,30.4375,130.5,210.3125,9.525,286.875,0.683125,9.765625,6.524375,1.718125,1.56375,0.145,2.9285625,225.801875
Cereal based products and dishes,Sweet biscuits,"Sweet biscuits, with jam, marshmallow or other sugar-based filling",1770,5.144444444,14.87777778,29.8,38.1,1.955555556,54.66666667,0.076888889,0.039222222,1.124444444,13.88888889,0.054444444,0.1,0.333333333,2.533333333,39.33333333,8.611111111,1.175555556,17.11111111,103.2222222,121.5555556,9.122222222,217,0.448888889,7.652222222,4.475555556,1.421111111,1.175555556,0.218888889,9.764777778,440.3888889
Cereals and cereal products,"Breakfast cereals, hot porridge style","Porridge style, oat based",579.6111111,4.766666667,3.288888889,13.58333333,7.616666667,2.511111111,18.94444444,0.070388889,0.117555556,0.239444444,11.77777778,0.032222222,0.261111111,0.111111111,0.251111111,78.11111111,9.144444444,0.902222222,31.27777778,126.8888889,167.5,3.65,36.44444444,0.692222222,0.843333333,1.25,0.969444444,0.934444444,0.032777778,0.466444444,33.31611111
Cereals and cereal products,"Breakfast cereals, hot porridge style","Porridge style, other cereals",649,3.95,1.575,23.5,6.975,1.325,19.5,0.103,0.0945,1.33,16.25,0.1525,0.225,0.25,0.3375,53.25,9,0.4925,37.25,123,161.75,2.975,20.75,0.71,0.7025,0.43,0.245,0.23,0.0175,0.532,29.4425
Cereals and cereal products,"Breakfast cereals, ready to eat","Breakfast cereal, corn based",1530,4.5,1.366666667,74.63333333,3.233333333,10.33333333,14.66666667,0.083333333,0.06,1.966666667,14,0.036666667,0,0,0.173333333,2.333333333,0.633333333,2.463333333,20,78.66666667,113.3333333,3.233333333,93.33333333,2.3,0.196666667,0.33,0.7,0.68,0.02,0,5.28
Cereals and cereal products,"Breakfast cereals, ready to eat","Breakfast cereal, corn based, fortified",1592.166667,6.891666667,1.825,64.18333333,18.09166667,3.383333333,22,1.213833333,1.263333333,8.2075,297,0.27,0,7.166666667,1.796666667,2,1.041666667,6.725833333,16.66666667,57.33333333,100.0833333,2.266666667,501.4166667,4.139166667,0.4075,0.714166667,0.511666667,0.495833333,0.016666667,0,9.8825
Cereals and cereal products,"Breakfast cereals, ready to eat","Breakfast cereal, mixed grain",1500.8,17.66,4.36,40.68,16.28,10.88,1,0.2366,0.0584,2.798,56.6,0.118,0,0,0.564,29.2,7.9,2.814,74.2,225,281.6,14.58,119.6,1.954,0.72,0.992,1.836,1.716,0.118,0,3.852
Cereals and cereal products,"Breakfast cereals, ready to eat","Breakfast cereal, mixed grain, fortified, sugars ?20 g/100g",1577,11.23333333,3,57.33333333,14.46666667,8.583333333,1,1.09,1.255333333,7.303333333,335.6666667,0.565,0,11.83333333,1.64,332,15.66666667,9.05,75.33333333,209.3333333,276.8333333,12.56666667,314.8333333,3.346666667,0.476666667,0.728333333,1.166666667,1.105,0.053333333,0,1.661666667
Cereals and cereal products,"Breakfast cereals, ready to eat","Breakfast cereal, mixed grain, fortified, sugars >20 g/100g",1583.2,12.07,2.86,44.67,29.49,5.1,1.4,1.62,1.449,8.14,253.3,0.988,0,25.3,1.304,349.7,12.59,9.084,69.3,145.8,210.8,14.02,393.2,4.78,0.409,0.771,1.15,1.1,0.043,0,2.078
Cereals and cereal products,"Breakfast cereals, ready to eat","Breakfast cereal, mixed grain, with fruit and/or nuts",1622.125,11.60833333,12.43333333,36.91666667,15.39166667,11.04166667,9.208333333,0.41025,0.147291667,3.067083333,38.95833333,0.14,0,1.041666667,3.332916667,51.33333333,6.075,3.930416667,129.2083333,334.5,465.0833333,10.00416667,26.16666667,2.385833333,1.850416667,5.0075,4.668333333,4.426666667,0.24,0,79.13333333
